path,id,parent_id,level,object_id,object_type,object_key,query_status,query_time,query_type,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.likeCount,snippet.totalReplyCount
Uc0V20xmccI/Ugzd-JUN2CgMpLDr8Dp4AaABAg,11472,8304,1,Ugzd-JUN2CgMpLDr8Dp4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o vídeo!,0,0
Uc0V20xmccI/UgySyBLfJKQdzRMOgnZ4AaABAg,11473,8304,1,UgySyBLfJKQdzRMOgnZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o video,0,0
Uc0V20xmccI/Ugy4NkIsywKQjdmfoNB4AaABAg,11474,8304,1,Ugy4NkIsywKQjdmfoNB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Jogo bem equilibrado,0,0
Uc0V20xmccI/UgzN8_vluVFktm6hWSB4AaABAg,11475,8304,1,UgzN8_vluVFktm6hWSB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"Liverpool um time consagrado, muito respeitado e admirado pelos Brasileiros, jogando com 9 jogadores os cara conseguem tem uma performance boa!",0,0
Uc0V20xmccI/UgzZX4-AC0wp_Sqfivp4AaABAg,11476,8304,1,UgzZX4-AC0wp_Sqfivp4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,❤,0,0
Uc0V20xmccI/Ugxv1NDJAt2E6K7j6bp4AaABAg,11477,8304,1,Ugxv1NDJAt2E6K7j6bp4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Jogo bom mesmo com um a menos lirvipoll,0,0
Uc0V20xmccI/UgxHqrOAai8Y-eGCM4t4AaABAg,11478,8304,1,UgxHqrOAai8Y-eGCM4t4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o vídeo,0,0
Uc0V20xmccI/UgyVc1wPP1ics8HzzCB4AaABAg,11479,8304,1,UgyVc1wPP1ics8HzzCB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Tarefa 2,0,0
Uc0V20xmccI/Ugxbr6LJRhPseKaVLix4AaABAg,11480,8304,1,Ugxbr6LJRhPseKaVLix4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Great game!,0,0
Uc0V20xmccI/UgyIXHkMurNqv_spIZ94AaABAg,11481,8304,1,UgyIXHkMurNqv_spIZ94AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Um golaço,0,0
Uc0V20xmccI/Ugz3BBlV27iTBNwzINB4AaABAg,11482,8304,1,Ugz3BBlV27iTBNwzINB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Amei esse vídeo.,0,0
Uc0V20xmccI/UgyvbMlMvoWKHjtsqr94AaABAg,11483,8304,1,UgyvbMlMvoWKHjtsqr94AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Essa partida da liga inglês e espetacular  totttenham e Liverpool,0,0
Uc0V20xmccI/UgxfqgZdL5KrUUksLwZ4AaABAg,11484,8304,1,UgxfqgZdL5KrUUksLwZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o vídeo,0,0
Uc0V20xmccI/UgwknfMJ-abvckLCXAd4AaABAg,11485,8304,1,UgwknfMJ-abvckLCXAd4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Show adorei o vídeo,0,0
Uc0V20xmccI/Ugy0Nm04_B2UVDTuUrR4AaABAg,11486,8304,1,Ugy0Nm04_B2UVDTuUrR4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o vídeo,0,0
Uc0V20xmccI/Ugw_lIvhou86kz6Az8N4AaABAg,11487,8304,1,Ugw_lIvhou86kz6Az8N4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Adorei o vídeo,0,0
Uc0V20xmccI/UgwLpeHWvZB94uVYvMh4AaABAg,11488,8304,1,UgwLpeHWvZB94uVYvMh4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"That threaded pass from Salah to Diaz was something else. Apart from being a great golascorer, his playmaking skills show a shade of Messi's ability to pick a pass from tight spaces and run against defenders effortlessly.",0,0
Uc0V20xmccI/Ugwkd31lENKBJn8P18t4AaABAg,11489,8304,1,Ugwkd31lENKBJn8P18t4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,PRAYS FOR GAZA,0,0
Uc0V20xmccI/Ugy-n0LscpRxKWMVQvJ4AaABAg,11490,8304,1,Ugy-n0LscpRxKWMVQvJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,No OFFSiDe ...Var its a Joke 😂,0,0
Uc0V20xmccI/Ugwfvus6-d6w0VZEwXZ4AaABAg,11491,8304,1,Ugwfvus6-d6w0VZEwXZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,7:30 this is what u looking for,0,0
Uc0V20xmccI/UgyjKFIXYTr7qkz107N4AaABAg,11492,8304,1,UgyjKFIXYTr7qkz107N4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Even as a man United fan i have to say liverpool were robbed big time,0,0
Uc0V20xmccI/Ugwbk44pGYzMKIHppml4AaABAg,11493,8304,1,Ugwbk44pGYzMKIHppml4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Var is destroying ⚽,0,0
Uc0V20xmccI/Ugw2O1xbqcNtA9UdwMJ4AaABAg,11494,8304,1,Ugw2O1xbqcNtA9UdwMJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Not a pool fan. But pool got robbed by ref and var...,0,0
Uc0V20xmccI/UgywEQjT9l3ugUltfXF4AaABAg,11495,8304,1,UgywEQjT9l3ugUltfXF4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,i mean the var is very usefull but this messed up for some reason… probably money,0,0
Uc0V20xmccI/UgxKjm2HMnb6UBFfcT14AaABAg,11496,8304,1,UgxKjm2HMnb6UBFfcT14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Var is a joke,0,0
Uc0V20xmccI/Ugyun_DHqPMbCK-V_mx4AaABAg,11497,8304,1,Ugyun_DHqPMbCK-V_mx4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Там же не было офсайда,0,0
Uc0V20xmccI/Ugzje3mwdEZ7-hWYh-J4AaABAg,11498,8304,1,Ugzje3mwdEZ7-hWYh-J4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Gakpooooo 😅😅 He got hurt right away lol 😂😂,0,0
Uc0V20xmccI/Ugz3S-PLI35cuniUzkF4AaABAg,11499,8304,1,Ugz3S-PLI35cuniUzkF4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"Director of the Football Association of England Low standards, no fairness, and cheating, no sportsmanship. FC. Liverpool  Thailand",0,0
Uc0V20xmccI/UgzfEYd-dCLaZKY1pMJ4AaABAg,11500,8304,1,UgzfEYd-dCLaZKY1pMJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"COYS, cry more",0,0
Uc0V20xmccI/Ugxolu0D8c0D-V8qjtt4AaABAg,11501,8304,1,Ugxolu0D8c0D-V8qjtt4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,It is the first time ever I have seen the game played  9 vs 13. Matip 👍 You will never walk alone,0,0
Uc0V20xmccI/Ugxli2M7hq6_qw3W8uh4AaABAg,11502,8304,1,Ugxli2M7hq6_qw3W8uh4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,This game should be replayed😅😅,0,0
Uc0V20xmccI/Ugzz_dmyVHbliunwB5l4AaABAg,11503,8304,1,Ugzz_dmyVHbliunwB5l4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,7:15 that’s sick save from Ali,0,0
Uc0V20xmccI/UgwJir3-WzzMerl4NbB4AaABAg,11504,8304,1,UgwJir3-WzzMerl4NbB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"Liverpool were incredible playing with such a high tempo with reduced numbers in terms of the two red cards.   My verdict; more red cards should be dished out especially to players of the top clubs. They tend to escape punishment at the expense of the smaller clubs.   Stepping on the foot of another player is a no no and should be given 5 bans. Football is a game played with the feet, and stepping on another’s foot can be a career ending dangerous tackle for some. The rules should be hard on offenders when stepping on another’s foot or hacking someone’s leg as Toti did to Balotelli in Rome some years ago.",0,0
Uc0V20xmccI/UgxN7SskuOcoHoKRf1R4AaABAg,11505,8304,1,UgxN7SskuOcoHoKRf1R4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Nice❤❤❤❤❤,1,0
Uc0V20xmccI/Ugy8EdUMHpHWtwFIC1R4AaABAg,11506,8304,1,Ugy8EdUMHpHWtwFIC1R4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Alisson respect,0,0
Uc0V20xmccI/Ugy5yPI8Ub6ap2JNUPl4AaABAg,11507,8304,1,Ugy5yPI8Ub6ap2JNUPl4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,VAR= V=very A=absurd R=refereeing,0,0
Uc0V20xmccI/Ugxq3H_yJkUTPkAuFnt4AaABAg,11508,8304,1,Ugxq3H_yJkUTPkAuFnt4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Man allison really is the best goalkeeper in the world,0,0
Uc0V20xmccI/Ugw0UiiTyJ1S_PMfUU94AaABAg,11509,8304,1,Ugw0UiiTyJ1S_PMfUU94AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,var😢,0,0
Uc0V20xmccI/UgyRAlbmCyPh5N3yjBx4AaABAg,11510,8304,1,UgyRAlbmCyPh5N3yjBx4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Судья убил Ливерпуль. 👎,0,0
Uc0V20xmccI/Ugx4EwHkGb7zcMrAFN54AaABAg,11511,8304,1,Ugx4EwHkGb7zcMrAFN54AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,No matter what tottenham is the better team on the day liverfool should've had 2 players 😅😅😅😅 coach and 1 fans,0,0
Uc0V20xmccI/UgxTkLNjiSxRSfPC7T14AaABAg,11512,8304,1,UgxTkLNjiSxRSfPC7T14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Spurs for life,1,0
Uc0V20xmccI/UgxKOOOwRylb4yUpg9t4AaABAg,11513,8304,1,UgxKOOOwRylb4yUpg9t4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Supporting Tottenham seriously harms you and others around you,0,0
Uc0V20xmccI/UgzljGG9wgcB8SzRAxB4AaABAg,11514,8304,1,UgzljGG9wgcB8SzRAxB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Wow Liverpool ❤❤❤,0,0
Uc0V20xmccI/Ugwm7fGguEKgRsRmlo14AaABAg,11515,8304,1,Ugwm7fGguEKgRsRmlo14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Great played by liverpool❤❤❤,0,0
Uc0V20xmccI/UgzWeVGhahLkjGQ_XB14AaABAg,11516,8304,1,UgzWeVGhahLkjGQ_XB14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"Jota’s first yellow card should never have been a yellow, it’s as clear as you want…",1,0
Uc0V20xmccI/UgzBiuKMXQU5wItgN4B4AaABAg,11517,8304,1,UgzBiuKMXQU5wItgN4B4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"As a COY, I feel bad for Liverpool for this game. Lots of bad calls going against Liverpool.",0,0
Uc0V20xmccI/UgyHGl-b9XawPrpEpp54AaABAg,11518,8304,1,UgyHGl-b9XawPrpEpp54AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Corrupted Referee,0,0
Uc0V20xmccI/UgwD63sKeGHX2WnKEHR4AaABAg,11519,8304,1,UgwD63sKeGHX2WnKEHR4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,We love you MATIP,1,0
Uc0V20xmccI/UgzHVfqSoTiIu0m9ZNB4AaABAg,11520,8304,1,UgzHVfqSoTiIu0m9ZNB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Liverpool...one of the best team in the world from barça fan.,0,0
Uc0V20xmccI/UgzOifjWicdoI2VCUzx4AaABAg,11521,8304,1,UgzOifjWicdoI2VCUzx4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,চোটোমেএদেরগোছল,0,0
Uc0V20xmccI/UgwZAl8rxvLVegbN-xB4AaABAg,11522,8304,1,UgwZAl8rxvLVegbN-xB4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,What if Tottenham takes 4th place in the league by 1 point or wins the league championship? Liverpool are likely to sue.,0,0
Uc0V20xmccI/UgxHuV36rs00agiwyn14AaABAg,11523,8304,1,UgxHuV36rs00agiwyn14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,I am a Real Madrid fan but this was some sort of a fightback 🔥 from the Liverpool squad even though they had been reduced to 10 men half-way into the first half. The sheer resilience and relentless is what makes a team a great side and liverpool have been a pioneered side in this regard.,2,0
Uc0V20xmccI/UgxC1aEfrDvvAKkLZfN4AaABAg,11524,8304,1,UgxC1aEfrDvvAKkLZfN4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Kabarnya sampe sekarang masih nangis di pojokan,0,0
Uc0V20xmccI/Ugx3jnV7wT7yTDau1aZ4AaABAg,11525,8304,1,Ugx3jnV7wT7yTDau1aZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,COYS,0,0
Uc0V20xmccI/UgwlpFKIstXLdB4RMdV4AaABAg,11526,8304,1,UgwlpFKIstXLdB4RMdV4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Tottenham  is a good team,0,0
Uc0V20xmccI/UgxI8lB5xeKCt8iLY2h4AaABAg,11527,8304,1,UgxI8lB5xeKCt8iLY2h4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Allison❤❤❤,0,0
Uc0V20xmccI/UgybXQEwEOR2RDMM4yx4AaABAg,11528,8304,1,UgybXQEwEOR2RDMM4yx4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"Indeed, Spurs has the victory. Good job guys!",0,0
Uc0V20xmccI/UgymRXupOY6Dbbp6eDF4AaABAg,11529,8304,1,UgymRXupOY6Dbbp6eDF4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,9 vs 14,0,0
Uc0V20xmccI/Ugw9KZmP6bRhd2I5qwd4AaABAg,11530,8304,1,Ugw9KZmP6bRhd2I5qwd4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Why did you not show the gomez penalty appeal?,0,0
Uc0V20xmccI/UgyEob-X26m4S5ekHtd4AaABAg,11531,8304,1,UgyEob-X26m4S5ekHtd4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"this is one of those games that are sold from the management level, the first liverpool offside was totally out of context, then the two red cards are insane...",0,0
Uc0V20xmccI/UgyTFpUPOrRIgCPvOjl4AaABAg,11532,8304,1,UgyTFpUPOrRIgCPvOjl4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,What a bad luck for liverpool..💔,0,0
Uc0V20xmccI/UgzgszqCZ9e9uA5siuh4AaABAg,11533,8304,1,UgzgszqCZ9e9uA5siuh4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Hahah l,0,0
Uc0V20xmccI/Ugwycf7OmYHJmjM-beN4AaABAg,11534,8304,1,Ugwycf7OmYHJmjM-beN4AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,"tottenham assisted by referee but never won PL title, real clown. till harry kane bored ahahaha",0,0
Uc0V20xmccI/UgxBnmrBdHLJHHyNYg54AaABAg,11535,8304,1,UgxBnmrBdHLJHHyNYg54AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Liverpool have won this match .... 😅,0,0
Uc0V20xmccI/UgwgWsqX6-LRyIus1w14AaABAg,11536,8304,1,UgwgWsqX6-LRyIus1w14AaABAg,data,items.*,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,Wasit na teu baleg,0,0
Uc0V20xmccI/Uc0V20xmccI,11537,8304,1,Uc0V20xmccI,offcut,,fetched (200),2023-10-16 14:39:38.043083,YouTube:/commentThreads,,,
